date,symbol,close
2017-09-21,AVTX,25.76
2017-09-22,AVTX,26.609
2017-09-25,AVTX,27.0281
2017-09-26,AVTX,26.8437
2017-09-27,AVTX,27.5608
2017-09-28,AVTX,27.0698
2017-09-29,AVTX,26.3841
2017-10-02,AVTX,25.7758
2017-10-03,AVTX,27.057
2017-10-04,AVTX,27.1243
2017-10-05,AVTX,27.84
2017-10-06,AVTX,27.6743
2017-10-09,AVTX,28.3852
2017-10-10,AVTX,29.3712
2017-10-11,AVTX,29.092
2017-10-12,AVTX,29.4491
2017-10-13,AVTX,29.0651
2017-10-16,AVTX,27.7822
2017-10-17,AVTX,27.5664
2017-10-18,AVTX,27.6036
2017-10-19,AVTX,26.9578
2017-10-20,AVTX,26.3807
2017-10-23,AVTX,26.3772
2017-10-24,AVTX,26.7576
2017-10-25,AVTX,27.1766
2017-10-26,AVTX,26.5498
2017-10-27,AVTX,26.1093
2017-10-30,AVTX,27.3388
2017-10-31,AVTX,28.2259
2017-11-01,AVTX,29.0738
2017-11-02,AVTX,28.3722
2017-11-03,AVTX,27.8931
2017-11-06,AVTX,27.3272
2017-11-07,AVTX,26.383
2017-11-08,AVTX,27.0692
2017-11-09,AVTX,27.4447
2017-11-10,AVTX,27.444
2017-11-13,AVTX,27.9377
2017-11-14,AVTX,27.7518
2017-11-15,AVTX,26.6866
2017-11-16,AVTX,27.667
2017-11-17,AVTX,27.1544
2017-11-20,AVTX,26.5111
2017-11-21,AVTX,26.7985
2017-11-22,AVTX,25.3992
2017-11-23,AVTX,25.2535
2017-11-24,AVTX,24.6499
2017-11-27,AVTX,25.1413
2017-11-28,AVTX,24.2225
2017-11-29,AVTX,24.3502
2017-11-30,AVTX,24.2549
2017-12-01,AVTX,24.7075
2017-12-04,AVTX,25.4395
2017-12-05,AVTX,25.6676
2017-12-06,AVTX,26.3323
2017-12-07,AVTX,26.1819
2017-12-08,AVTX,26.9009
2017-12-11,AVTX,26.7305
2017-12-12,AVTX,25.724
2017-12-13,AVTX,25.2918
2017-12-14,AVTX,25.2462
2017-12-15,AVTX,24.8353
2017-12-18,AVTX,24.2786
2017-12-19,AVTX,24.5746
2017-12-20,AVTX,25.0557
2017-12-21,AVTX,25.8611
2017-12-22,AVTX,26.5778
2017-12-25,AVTX,26.3252
2017-12-26,AVTX,25.2213
2017-12-27,AVTX,24.4321
2017-12-28,AVTX,25.3832
2017-12-29,AVTX,25.7959
2018-01-01,AVTX,26.3492
2018-01-02,AVTX,27.186
2018-01-03,AVTX,26.529
2018-01-04,AVTX,26.1199
2018-01-05,AVTX,26.2476
2018-01-08,AVTX,26.29
2018-01-09,AVTX,25.9625
2018-01-10,AVTX,26.6154
2018-01-11,AVTX,26.6323
2018-01-12,AVTX,26.5642
2018-01-15,AVTX,27.0722
2018-01-16,AVTX,27.6889
2018-01-17,AVTX,26.8604
2018-01-18,AVTX,26.979
2018-01-19,AVTX,26.354
2018-01-22,AVTX,27.5996
2018-01-23,AVTX,28.5025
2018-01-24,AVTX,28.3833
2018-01-25,AVTX,29.4447
2018-01-26,AVTX,29.0523
2018-01-29,AVTX,29.5176
2018-01-30,AVTX,29.6069
2018-01-31,AVTX,28.2437
2018-02-01,AVTX,27.873
2018-02-02,AVTX,27.5024
2018-02-05,AVTX,27.2097
2018-02-06,AVTX,26.7915
2018-02-07,AVTX,27.5414
2018-02-08,AVTX,27.376
2018-02-09,AVTX,27.6432
2018-02-12,AVTX,27.5392
2018-02-13,AVTX,27.6607
2018-02-14,AVTX,28.5349
2018-02-15,AVTX,27.9451
2018-02-16,AVTX,26.9492
2018-02-19,AVTX,27.0821
2018-02-20,AVTX,25.9789
2018-02-21,AVTX,25.1313
2018-02-22,AVTX,25.5975
2018-02-23,AVTX,25.0203
2018-02-26,AVTX,25.6813
2018-02-27,AVTX,26.1766
2018-02-28,AVTX,26.2146
2018-03-01,AVTX,25.581
2018-03-02,AVTX,25.3241
2018-03-05,AVTX,26.0104
2018-03-06,AVTX,26.4874
2018-03-07,AVTX,27.9341
2018-03-08,AVTX,28.5801
2018-03-09,AVTX,27.6152
2018-03-12,AVTX,27.3809
2018-03-13,AVTX,26.7527
2018-03-14,AVTX,25.4135
2018-03-15,AVTX,25.6235
2018-03-16,AVTX,25.7912
2018-03-19,AVTX,25.8416
2018-03-20,AVTX,26.7938
2018-03-21,AVTX,26.4142
2018-03-22,AVTX,25.863
2018-03-23,AVTX,25.3122
2018-03-26,AVTX,25.5729
2018-03-27,AVTX,24.9989
2018-03-28,AVTX,25.7903
2018-03-29,AVTX,26.0315
2018-03-30,AVTX,25.9771
2018-04-02,AVTX,25.7805
2018-04-03,AVTX,24.8436
2018-04-04,AVTX,25.9253
2018-04-05,AVTX,25.417
2018-04-06,AVTX,25.2802
2018-04-09,AVTX,26.6751
2018-04-10,AVTX,25.4344
2018-04-11,AVTX,26.0197
2018-04-12,AVTX,25.2659
2018-04-13,AVTX,25.6252
2018-04-16,AVTX,25.1963
2018-04-17,AVTX,25.7285
2018-04-18,AVTX,26.1135
2018-04-19,AVTX,26.6572
2018-04-20,AVTX,27.548
2018-04-23,AVTX,28.981
2018-04-24,AVTX,28.9383
2018-04-25,AVTX,30.089
2018-04-26,AVTX,29.4321
2018-04-27,AVTX,31.1999
2018-04-30,AVTX,30.7992
2018-05-01,AVTX,30.1104
2018-05-02,AVTX,29.878
2018-05-03,AVTX,30.471
2018-05-04,AVTX,31.5852
2018-05-07,AVTX,31.792
2018-05-08,AVTX,31.4257
2018-05-09,AVTX,30.5025
2018-05-10,AVTX,30.2968
2018-05-11,AVTX,30.4628
2018-05-14,AVTX,31.2431
2018-05-15,AVTX,31.9183
2018-05-16,AVTX,31.398
2018-05-17,AVTX,30.6261
2018-05-18,AVTX,31.1203
2018-05-21,AVTX,31.0629
2018-05-22,AVTX,31.267
2018-05-23,AVTX,32.3983
2018-05-24,AVTX,31.9498
2018-05-25,AVTX,31.6452
2018-05-28,AVTX,32.3863
2018-05-29,AVTX,31.1457
2018-05-30,AVTX,30.8283
2018-05-31,AVTX,30.068
2018-06-01,AVTX,30.8522
2018-06-04,AVTX,29.6141
2018-06-05,AVTX,29.0438
2018-06-06,AVTX,29.5936
2018-06-07,AVTX,30.4375
2018-06-08,AVTX,28.2443
2018-06-11,AVTX,28.31
2018-06-12,AVTX,29.042
2018-06-13,AVTX,28.7559
2018-06-14,AVTX,29.1539
2018-06-15,AVTX,28.9384
2018-06-18,AVTX,28.6671
2018-06-19,AVTX,27.217
2018-06-20,AVTX,28.4045
2018-06-21,AVTX,27.9616
2018-06-22,AVTX,28.8745
2018-06-25,AVTX,27.4807
2018-06-26,AVTX,28.2131
2018-06-27,AVTX,27.6011
2018-06-28,AVTX,28.7258
2018-06-29,AVTX,28.0168
2018-07-02,AVTX,27.5532
2018-07-03,AVTX,26.9894
2018-07-04,AVTX,27.5824
2018-07-05,AVTX,27.8053
2018-07-06,AVTX,29.0867
2018-07-09,AVTX,29.3583
2018-07-10,AVTX,28.9418
2018-07-11,AVTX,29.4294
2018-07-12,AVTX,29.1137
2018-07-13,AVTX,30.4721
2018-07-16,AVTX,30.6852
2018-07-17,AVTX,30.7956
2018-07-18,AVTX,30.8593
2018-07-19,AVTX,31.0797
2018-07-20,AVTX,32.0054
2018-07-23,AVTX,32.0594
2018-07-24,AVTX,31.32
2018-07-25,AVTX,31.8762
2018-07-26,AVTX,31.766
2018-07-27,AVTX,32.8205
2018-07-30,AVTX,32.3336
2018-07-31,AVTX,32.8326
2018-08-01,AVTX,32.7505
2018-08-02,AVTX,33.9409
2018-08-03,AVTX,33.3117
2018-08-06,AVTX,33.8749
2018-08-07,AVTX,34.4882
2018-08-08,AVTX,34.6021
2018-08-09,AVTX,33.6946
2018-08-10,AVTX,32.9626
2018-08-13,AVTX,32.3082
2018-08-14,AVTX,33.002
2018-08-15,AVTX,35.5562
2018-08-16,AVTX,35.7832
2018-08-17,AVTX,38.2764
2018-08-20,AVTX,38.0874
2018-08-21,AVTX,38.7397
2018-08-22,AVTX,37.6686
2018-08-23,AVTX,37.3453
2018-08-24,AVTX,39.1701
2018-08-27,AVTX,39.8552
2018-08-28,AVTX,40.3833
2018-08-29,AVTX,40.0629
2018-08-30,AVTX,39.3126
2018-08-31,AVTX,38.4898
2018-09-03,AVTX,38.3414
2018-09-04,AVTX,39.1932
2018-09-05,AVTX,39.214
2018-09-06,AVTX,39.3793
2018-09-07,AVTX,40.0666
2018-09-10,AVTX,41.6605
2018-09-11,AVTX,43.1829
2018-09-12,AVTX,43.2082
2018-09-13,AVTX,42.1805
2018-09-14,AVTX,42.3689
2018-09-17,AVTX,42.008
2018-09-18,AVTX,41.0497
2018-09-19,AVTX,42.3203
2018-09-20,AVTX,43.6631
2018-09-21,AVTX,44.1307
2018-09-24,AVTX,44.5596
2018-09-25,AVTX,42.6601
2018-09-26,AVTX,45.2002
2018-09-27,AVTX,45.6945
2018-09-28,AVTX,45.7043
2018-10-01,AVTX,46.0081
2018-10-02,AVTX,45.3362
2018-10-03,AVTX,46.871
2018-10-04,AVTX,47.3408
2018-10-05,AVTX,44.6274
2018-10-08,AVTX,49.3616
2018-10-09,AVTX,49.5709
2018-10-10,AVTX,48.4457
2018-10-11,AVTX,49.9891
2018-10-12,AVTX,50.7876
2018-10-15,AVTX,50.64
2018-10-16,AVTX,49.8288
2018-10-17,AVTX,51.0631
2018-10-18,AVTX,51.4169
2018-10-19,AVTX,51.7969
2018-10-22,AVTX,52.8525
2018-10-23,AVTX,51.8959
2018-10-24,AVTX,53.0439
2018-10-25,AVTX,53.4978
2018-10-26,AVTX,52.0783
2018-10-29,AVTX,50.8089
2018-10-30,AVTX,51.5311
2018-10-31,AVTX,50.9475
2018-11-01,AVTX,53.4142
2018-11-02,AVTX,54.95
2018-11-05,AVTX,51.2861
2018-11-06,AVTX,50.3268
2018-11-07,AVTX,50.8621
2018-11-08,AVTX,53.136
2018-11-09,AVTX,52.8849
2018-11-12,AVTX,48.105
2018-11-13,AVTX,49.9531
2018-11-14,AVTX,49.359
2018-11-15,AVTX,49.73
2018-11-16,AVTX,47.6055
2018-11-19,AVTX,46.7412
2018-11-20,AVTX,47.2573
2018-11-21,AVTX,46.8969
2018-11-22,AVTX,46.1787
2018-11-23,AVTX,46.8857
2018-11-26,AVTX,47.7734
2018-11-27,AVTX,46.4247
2018-11-28,AVTX,46.1973
2018-11-29,AVTX,46.9731
2018-11-30,AVTX,44.5657
2018-12-03,AVTX,45.8135
2018-12-04,AVTX,45.2688
2018-12-05,AVTX,43.5935
2018-12-06,AVTX,42.0536
2018-12-07,AVTX,41.8656
2018-12-10,AVTX,43.3113
2018-12-11,AVTX,42.9391
2018-12-12,AVTX,44.557
2018-12-13,AVTX,43.4187
2018-12-14,AVTX,43.2264
2018-12-17,AVTX,44.5084
2018-12-18,AVTX,43.4763
2018-12-19,AVTX,41.4308
2018-12-20,AVTX,42.3206
2018-12-21,AVTX,42.6118
2018-12-24,AVTX,44.0887
2018-12-25,AVTX,44.8063
2018-12-26,AVTX,46.3281
2018-12-27,AVTX,47.3336
2018-12-28,AVTX,47.9371
2018-12-31,AVTX,50.3506
2019-01-01,AVTX,49.2484
2019-01-02,AVTX,49.1472
2019-01-03,AVTX,48.5702
2019-01-04,AVTX,48.0377
2019-01-07,AVTX,50.7615
2019-01-08,AVTX,51.9561
2019-01-09,AVTX,49.6223
2019-01-10,AVTX,47.84
2019-01-11,AVTX,46.7345
2019-01-14,AVTX,48.1912
2019-01-15,AVTX,48.6107
2019-01-16,AVTX,49.1714
2019-01-17,AVTX,50.031
2019-01-18,AVTX,50.7313
2019-01-21,AVTX,49.4624
2019-01-22,AVTX,50.1569
2019-01-23,AVTX,47.3828
2019-01-24,AVTX,46.5505
2019-01-25,AVTX,48.153
2019-01-28,AVTX,48.0157
2019-01-29,AVTX,47.2508
2019-01-30,AVTX,48.0353
2019-01-31,AVTX,46.7947
2019-02-01,AVTX,46.781
2019-02-04,AVTX,46.0071
2019-02-05,AVTX,43.977
2019-02-06,AVTX,43.2672
2019-02-07,AVTX,43.713
2019-02-08,AVTX,43.6705
2019-02-11,AVTX,45.6801
2019-02-12,AVTX,45.1065
2019-02-13,AVTX,45.9284
2019-02-14,AVTX,44.4067
2019-02-15,AVTX,43.8281
2019-02-18,AVTX,43.5072
2019-02-19,AVTX,42.4016
2019-02-20,AVTX,42.5765
2019-02-21,AVTX,41.5583
2019-02-22,AVTX,41.8545
2019-02-25,AVTX,41.0474
2019-02-26,AVTX,41.6007
2019-02-27,AVTX,41.3682
2019-02-28,AVTX,40.0265
2019-03-01,AVTX,39.256
2019-03-04,AVTX,39.4076
2019-03-05,AVTX,39.2508
2019-03-06,AVTX,41.0477
2019-03-07,AVTX,41.3191
2019-03-08,AVTX,39.0593
2019-03-11,AVTX,39.8383
2019-03-12,AVTX,40.618
2019-03-13,AVTX,42.3622
2019-03-14,AVTX,40.936
2019-03-15,AVTX,42.5854
2019-03-18,AVTX,43.1935
2019-03-19,AVTX,43.5417
2019-03-20,AVTX,42.2682
2019-03-21,AVTX,42.5137
2019-03-22,AVTX,42.5902
2019-03-25,AVTX,44.4728
2019-03-26,AVTX,42.2777
2019-03-27,AVTX,42.1316
2019-03-28,AVTX,41.0813
2019-03-29,AVTX,41.5252
2019-04-01,AVTX,42.6276
2019-04-02,AVTX,43.6268
2019-04-03,AVTX,43.8789
2019-04-04,AVTX,45.7157
2019-04-05,AVTX,46.1461
2019-04-08,AVTX,46.6457
2019-04-09,AVTX,47.4713
2019-04-10,AVTX,47.2345
2019-04-11,AVTX,47.6725
2019-04-12,AVTX,46.1972
2019-04-15,AVTX,44.22
2019-04-16,AVTX,44.9825
2019-04-17,AVTX,44.7339
2019-04-18,AVTX,42.8525
2019-04-19,AVTX,40.7814
2019-04-22,AVTX,41.0166
2019-04-23,AVTX,42.5199
2019-04-24,AVTX,44.9009
2019-04-25,AVTX,42.9419
2019-04-26,AVTX,42.7681
2019-04-29,AVTX,44.8545
2019-04-30,AVTX,44.2857
2019-05-01,AVTX,46.0357
2019-05-02,AVTX,44.9624
2019-05-03,AVTX,44.2961
2019-05-06,AVTX,43.8577
2019-05-07,AVTX,43.1281
2019-05-08,AVTX,45.0316
2019-05-09,AVTX,45.0712
2019-05-10,AVTX,43.3685
2019-05-13,AVTX,43.1735
2019-05-14,AVTX,43.9432
2019-05-15,AVTX,43.7663
2019-05-16,AVTX,45.0281
2019-05-17,AVTX,44.4956
2019-05-20,AVTX,45.2905
2019-05-21,AVTX,45.0558
2019-05-22,AVTX,45.7765
2019-05-23,AVTX,47.0001
2019-05-24,AVTX,47.5341
2019-05-27,AVTX,45.2006
2019-05-28,AVTX,44.2768
2019-05-29,AVTX,43.4835
2019-05-30,AVTX,43.4142
2019-05-31,AVTX,44.1215
2019-06-03,AVTX,44.5312
2019-06-04,AVTX,43.0284
2019-06-05,AVTX,43.4119
2019-06-06,AVTX,43.2845
2019-06-07,AVTX,41.6175
2019-06-10,AVTX,42.7391
2019-06-11,AVTX,42.9605
2019-06-12,AVTX,40.8896
2019-06-13,AVTX,42.2737
2019-06-14,AVTX,41.4407
2019-06-17,AVTX,40.6744
2019-06-18,AVTX,38.6749
2019-06-19,AVTX,38.4126
2019-06-20,AVTX,39.1228
2019-06-21,AVTX,40.3432
2019-06-24,AVTX,39.7724
2019-06-25,AVTX,39.1663
2019-06-26,AVTX,39.5488
2019-06-27,AVTX,36.9376
2019-06-28,AVTX,37.6325
2019-07-01,AVTX,37.4748
2019-07-02,AVTX,36.141
2019-07-03,AVTX,34.9369
2019-07-04,AVTX,34.0902
2019-07-05,AVTX,33.5694
2019-07-08,AVTX,34.4886
2019-07-09,AVTX,33.7946
2019-07-10,AVTX,33.2231
2019-07-11,AVTX,31.7608
2019-07-12,AVTX,31.2775
2019-07-15,AVTX,30.2268
2019-07-16,AVTX,30.5601
2019-07-17,AVTX,29.081
2019-07-18,AVTX,29.9878
2019-07-19,AVTX,30.5553
2019-07-22,AVTX,30.1718
2019-07-23,AVTX,29.5658
2019-07-24,AVTX,29.0298
2019-07-25,AVTX,28.4661
2019-07-26,AVTX,28.3777
2019-07-29,AVTX,27.0307
2019-07-30,AVTX,27.7912
2019-07-31,AVTX,27.4873
2019-08-01,AVTX,26.1654
2019-08-02,AVTX,28.2924
2019-08-05,AVTX,27.8205
2019-08-06,AVTX,28.3463
2019-08-07,AVTX,29.5836
2019-08-08,AVTX,28.8398
2019-08-09,AVTX,29.5891
2019-08-12,AVTX,30.8341
2019-08-13,AVTX,30.7031
2019-08-14,AVTX,32.0347
2019-08-15,AVTX,31.8172
2019-08-16,AVTX,31.6079
2019-08-19,AVTX,30.4657
2019-08-20,AVTX,30.8576
2019-08-21,AVTX,31.6638
2019-08-22,AVTX,32.8731
2019-08-23,AVTX,34.035
2019-08-26,AVTX,35.1713
2019-08-27,AVTX,36.432
2019-08-28,AVTX,37.2335
2019-08-29,AVTX,37.3575
2019-08-30,AVTX,37.0571
2019-09-02,AVTX,35.8101
2019-09-03,AVTX,36.0088
2019-09-04,AVTX,34.4205
2019-09-05,AVTX,31.7036
2019-09-06,AVTX,30.9394
2019-09-09,AVTX,30.4271
2019-09-10,AVTX,30.998
2019-09-11,AVTX,28.531
2019-09-12,AVTX,29.4456
2019-09-13,AVTX,28.1113
2019-09-16,AVTX,27.436
2019-09-17,AVTX,27.7574
2019-09-18,AVTX,26.3836
2019-09-19,AVTX,26.9785
2019-09-20,AVTX,27.1599
2019-09-23,AVTX,26.4604
2019-09-24,AVTX,26.5707
2019-09-25,AVTX,26.1841
2019-09-26,AVTX,25.532
2019-09-27,AVTX,26.3072
2019-09-30,AVTX,26.4589
2019-10-01,AVTX,26.9941
2019-10-02,AVTX,25.7973
2019-10-03,AVTX,24.9233
2019-10-04,AVTX,23.1611
2019-10-07,AVTX,23.014
2019-10-08,AVTX,23.1138
2019-10-09,AVTX,23.1219
2019-10-10,AVTX,22.6256
2019-10-11,AVTX,23.6469
2019-10-14,AVTX,24.1833
2019-10-15,AVTX,23.7012
2019-10-16,AVTX,24.1655
2019-10-17,AVTX,24.5668
2019-10-18,AVTX,25.1555
2019-10-21,AVTX,25.9975
2019-10-22,AVTX,27.935
2019-10-23,AVTX,28.7617
2019-10-24,AVTX,28.3156
2019-10-25,AVTX,29.0914
2019-10-28,AVTX,29.1751
2019-10-29,AVTX,28.2803
2019-10-30,AVTX,28.2495
2019-10-31,AVTX,28.9761
2019-11-01,AVTX,30.0089
2019-11-04,AVTX,31.11
2019-11-05,AVTX,31.8974
2019-11-06,AVTX,31.8918
2019-11-07,AVTX,33.0805
2019-11-08,AVTX,30.8145
2019-11-11,AVTX,29.7193
2019-11-12,AVTX,30.6232
2019-11-13,AVTX,30.7167
2019-11-14,AVTX,31.7935
2019-11-15,AVTX,31.5101
2019-11-18,AVTX,31.8644
2019-11-19,AVTX,32.4447
2019-11-20,AVTX,33.7446
2019-11-21,AVTX,32.4945
2019-11-22,AVTX,32.3966
2019-11-25,AVTX,32.362
2019-11-26,AVTX,33.4079
2019-11-27,AVTX,32.8344
2019-11-28,AVTX,32.9082
2019-11-29,AVTX,32.9968
2019-12-02,AVTX,32.6315
2019-12-03,AVTX,32.2851
2019-12-04,AVTX,31.9613
2019-12-05,AVTX,33.8226
2019-12-06,AVTX,33.6859
2019-12-09,AVTX,34.5603
2019-12-10,AVTX,35.8188
2019-12-11,AVTX,34.0061
2019-12-12,AVTX,34.4499
2019-12-13,AVTX,34.3869
2019-12-16,AVTX,33.9407
2019-12-17,AVTX,32.9344
2019-12-18,AVTX,33.0435
2019-12-19,AVTX,31.8094
2019-12-20,AVTX,30.2672
2019-12-23,AVTX,31.1625
2019-12-24,AVTX,31.8392
2019-12-25,AVTX,31.0404
2019-12-26,AVTX,30.7359
2019-12-27,AVTX,31.0019
2019-12-30,AVTX,29.9368
2019-12-31,AVTX,29.216
2020-01-01,AVTX,29.8726
2020-01-02,AVTX,30.9801
2020-01-03,AVTX,30.7118
2020-01-06,AVTX,30.4747
2020-01-07,AVTX,31.3691
2020-01-08,AVTX,32.2242
2020-01-09,AVTX,33.7142
2020-01-10,AVTX,34.7032
2020-01-13,AVTX,35.5957
2020-01-14,AVTX,36.6072
2020-01-15,AVTX,35.6244
2020-01-16,AVTX,35.8128
2020-01-17,AVTX,35.3805
2020-01-20,AVTX,34.6391
2020-01-21,AVTX,34.0157
2020-01-22,AVTX,35.9021
2020-01-23,AVTX,35.4812
2020-01-24,AVTX,35.2718
2020-01-27,AVTX,37.4324
2020-01-28,AVTX,36.5843
2020-01-29,AVTX,33.9975
2020-01-30,AVTX,33.2713
2020-01-31,AVTX,33.3643
2020-02-03,AVTX,32.8504
2020-02-04,AVTX,32.3307
2020-02-05,AVTX,33.5201
2020-02-06,AVTX,33.7173
2020-02-07,AVTX,35.0847
2020-02-10,AVTX,35.6981
2020-02-11,AVTX,35.1125
2020-02-12,AVTX,36.3356
2020-02-13,AVTX,37.4968
2020-02-14,AVTX,36.7055
2020-02-17,AVTX,35.5105
2020-02-18,AVTX,35.8838
2020-02-19,AVTX,37.0231
2020-02-20,AVTX,35.0895
2020-02-21,AVTX,36.4505
2020-02-24,AVTX,36.6129
2020-02-25,AVTX,36.8846
2020-02-26,AVTX,38.3367
2020-02-27,AVTX,38.8447
2020-02-28,AVTX,39.1206
2020-03-02,AVTX,39.2691
2020-03-03,AVTX,41.1667
2020-03-04,AVTX,41.8989
